name,country,source,website,email,phone,address,industry,sub_industry,contact_person,contact_title,products_services,tender_categories,source_url,notes
Caribbean Foods Limited,Jamaica,JMEA,,customerserve@ramsonsja.com,8769235055,,Food and Tobacco,,,,"Foska Oats Is The Oats In Jamaica And Is A Staple In Every Household. Not Only Are Our Oats Great For Making Porridges, They Are Also Excellent For Baking Or Even For Shakes And Smoothies. On The Go? Not A Problem As We Have Our Instant Oatmeal And Cornmeal Cups That Come In A Variety Of Flavours-Just Add Hot Water! Our Products Are Available At Supermarket, Wholesale And Other Outlets Islandwide.",,https://jmea.org/listing/caribbean-foods-limited/,
Caribbean Freight Handlers Limited,Jamaica,JMEA,,craig@caribbeanfreighthandlers.com,8767587482,,Professional Services,,,,Air & Ocean Freight Services And Freight Forwarding,,https://jmea.org/listing/caribbean-freight-handlers-limited/,
Caribbean Industrial Systems/ The Contractor Centre,Jamaica,JMEA,,info@caribbeanindustrialsystems.com,8769684816,,Chemicals and Pharmaceuticals,,,,"Provides Epoxies, Acrylic Rescris, Concrete Hardeners, Urethere",,https://jmea.org/listing/caribbean-industrial-systems-the-contractor-centre/,
Caribbean Producers (Jamaica) Limited,Jamaica,JMEA,,mhart@cpj.com,8769798134,,Beverages,,,,"Manufactures Juices From Concentrate, Liquid Eggs, 1 Gallon Juice (Box)",,https://jmea.org/listing/caribbean-producers-jamaica-limited/,
Caribbean Products – Seprod Group of Companies,Jamaica,JMEA,,cgayle@seprod.com,8769221220,,Food and Tobacco,,,,"Manufactures Cooking Oil, Margarine And Shortening (Dairy Maid, Chiffon, Chef, Uncle Sam’s, Lider, Gourmet And Gold Seal)",,https://jmea.org/listing/caribbean-products-seprod-group-of-companies/,
Caribshopper,Jamaica,JMEA,,merchants@caribshopper.com,8765774075,,Professional Services,,,,"Provides An E-Commerce Platform For Food And Drink, Beauty And Wellness Products, Home And Living Products As Well As Jewelry And Apparel",,https://jmea.org/listing/caribshopper/,
Carita Jamaica Limited,Jamaica,JMEA,,caritaja@cwjamaica.com,8769237050,,Food and Tobacco,,,,"Herbal Tea, Soup Mixes, Gluten-Free Breadfruit Flour, Bammy, Curry Powder, Roasted Breadfruit, Frozen Precooked Ackee And Yellow Yam, Fresh Produce Including Mango",,https://jmea.org/listing/carita-jamaica-limited/,
Catherine’s Peak Bottling Company Limited,Jamaica,JMEA,,tanya.simpson-walcott@peakbottling.com,87690605778,,Beverages,,,,Manufactures Spring Bottled WaterClose,,https://jmea.org/listing/catherines-peak-bottling-company-limited/,
CB Group Limited/ Newport Mills Limited,Jamaica,JMEA,,channer@jabgl.com,8769246000,,Food and Tobacco,,,,"Manufactures Poultry, Pork And Agricultural ProduceClose",,https://jmea.org/listing/cb-group-limited-newport-mills-limited/,
CBC Beverages,Jamaica,JMEA,,cheletabuddo@yahoo.com,8763403724,,Beverages,,,,Produces Bottled Water Close,,https://jmea.org/listing/cbc-beverages/,
CC Footwear,Jamaica,JMEA,,tjleathersandals2020@gmail.com,8764291486,,"Textile, Apparel and Leather",,,,Provides Footwear,,https://jmea.org/listing/cc-footwear/,
Central Foods Packers Limited,Jamaica,JMEA,,centralfoodpackers@gmail.com,8767494322,,Food and Tobacco,,,,"Manufactures Canned Ackee, Breadfruit, Callaloo, Jerk Condiments, Pepper Sauces, Jam & Jellies, Chutney, other Condiments And bammy close.",,https://jmea.org/listing/central-foods-packers-limited/,
Chadastra Distribution Services,Jamaica,JMEA,,chadastra.dist@gmail.com,8769554180,,Chemicals and Pharmaceuticals,,,,Manufactures Sea MossClose,,https://jmea.org/listing/chadastra-distribution-services/,
Chem-Quip Water Treatment Limited,Jamaica,JMEA,,customerservice@chemquipjm.com,8769234996,,Chemicals and Pharmaceuticals,,,,"Manufacturers Of Water Treatment Chemicals For Cooling Tower, Chillers, Boilers, And Grey Domestic Water Systems",,https://jmea.org/listing/chem-quip-water-treatment-limited/,
Chemical & Construction International (1958) Limited,Jamaica,JMEA,,elonbeck@tropicairlimited.com,87692386212,,Chemicals and Pharmaceuticals,,,,"Provides Liquid And Powder Soaps, Alkaline And Acid Cleaners, Solvents, Pesticides And Insecticides, Laundry Care, Floor Care, Automotive Products, Paper Products, Pool Care, etc.; Doors And Windows",,https://jmea.org/listing/chemical-construction-international-1958-limited/,
Chorlavi’s,Jamaica,JMEA,,nella.stewart@gmail.com,8762798279,,Food and Tobacco,,,,"Manufactures Low Sugar And No Sugar Preserves, Spices, Textiles Products From Batik And Block Printing",,https://jmea.org/listing/chorlavis/,
Citrad Limited,Jamaica,JMEA,,citrad@cwjamaica.com,8769263350,,"Electricals, Electronics, and Optical",,,,Provides Fluorescent Lighting Fixtures,,https://jmea.org/listing/citrad-limited/,
City Glass Windows Doors and Hardware,Jamaica,JMEA,,hydesheldon@yahoo.com,8767971609,,Mineral and Metal,,,,Provides UPVC Windows And Aluminum Windows,,https://jmea.org/listing/city-glass-windows-doors-and-hardware/,
Clarendon Emollients Limited,Jamaica,JMEA,,brokirby@hotmail.com,8763813159,,Chemicals and Pharmaceuticals,,,,Manufactures Castor Oil Close,,https://jmea.org/listing/clarendon-emollients-limited/,
CMA CGM Jamaica Limited,Jamaica,JMEA,,jam.cbell@cma-cgm.com,8769225634,,Professional Services,,,,Provides General Steamship Agent,,https://jmea.org/listing/cma-cgm-jamaica-limited/,
Coffee Traders Limited,Jamaica,JMEA,,farms@cwjamaica.com,8769692326,,Food and Tobacco,,,,"Provides Green beans, Roasted And Ground Beans",,https://jmea.org/listing/coffee-traders-limited/,
COK Sodality Cooperative Credit Union Limited,Jamaica,JMEA,,contactus@cokcu.com,8764226225,,Professional Services,,,,"Provides Banking Services, Loans",,https://jmea.org/listing/cok-sodality-cooperative-credit-union-limited/,
Coldfield Manufacturing Company Limited,Jamaica,JMEA,,jordanwong@cmljamaica.com,8769282291,,Beverages,,,,"Manufactures Box Drink, Bag Drink, Orange Juice (Big Jo, Country Style & Tampico), HDPE Bottles & Pouches",,https://jmea.org/listing/coldfield-manufacturing-company-limited/,
Complete Nutrition Care Diet Centre DBA CNC Wellness Company Limited,Jamaica,JMEA,,cncdietcentre@gmail.com,8764279768,,Professional Services,,,,Prepackaged Meals and healthy snacks,,https://jmea.org/listing/complete-nutrition-care-diet-centre-dba-cnc-wellness-company-limited/,
Consolidated Bakeries Jamaica Limited (Purity),Jamaica,JMEA,,achang@purityjamaica.com,87692411513,,Food and Tobacco,,,,"Manufactures Baked Products- (Bread, Bun, Pastries, Crackers, Jam)",,https://jmea.org/listing/consolidated-bakeries-jamaica-limited-purity/,
Consumer Packaging Limited/Payless Distributors,Jamaica,JMEA,,teflon@kasnet.com,8769239650,,Chemicals and Pharmaceuticals,,,,"Provides Powdered Detergent, Fabric Softener And Disinfectant",,https://jmea.org/listing/consumer-packaging-limited-payless-distributors/,
Continental Baking Company Limited,Jamaica,JMEA,,info@natbake.com,8769601156,,Food and Tobacco,,,,"Manufactures Baked Products Buns, Breads, Biscuits, Nuts, Cashew And Other Snack Items",,https://jmea.org/listing/continental-baking-company-limited/,
Copperwood Farms Jamaica Limited (a part of The CB Group),Jamaica,JMEA,,andre.reid@mycbgroup.com,8769562103,,Food and Tobacco,,,,Manufactures Fresh Pork And Processed Pork,,https://jmea.org/listing/copperwood-farms-jamaica-limited-a-part-of-the-cb-group/,
Coral Close,Jamaica,JMEA,,coralcloselimited@gmail.com,8768226342,,Food and Tobacco,,,,"Manufactures Jerk Marinade, Barbeque Sauce And Pepper Sauce",,https://jmea.org/listing/coral-close/,
Country House Products,Jamaica,JMEA,,countryhouseproducts@yahoo.com,8763593402,,Chemicals and Pharmaceuticals,,,,"Manufactures Herbal Teas, Essential Oils, Aromatherapy Products, Skincare Products, Mosquito Repellants, Hand Sanitizers",,https://jmea.org/listing/country-house-products/,
Crafton Holdings Jamaica Limited,Jamaica,JMEA,,craftonholdings@gmail.com,8766132165,,Food and Tobacco,,,,"Manufactures Pasteurized Liquid Eggs, Bakery Egg Mix, and frozen French Toast",,https://jmea.org/listing/crafton-holdings-jamaica-limited/,
Creation Foods Limited,Jamaica,JMEA,,naomi@creationfoods.net,8766033099,,Food and Tobacco,,,,"Manufactures Peanut And Plantain Porridge Mix, Mega Punch Mix, Seven-Grain Cereal, Sweet Potatoes And Pancake/Waffle Mix",,https://jmea.org/listing/creation-foods-limited/,
Creative Industries Limited,Jamaica,JMEA,,orders@creativeindustriesja.com,8769253577,,"Bedding, Furniture and Wood",,,,"Creative Industries Limited. manufactures and distributes , a full range pillows, for the hospitality medical, and retail markets. We also supply cushions, bed linen and hotel amenities.",,https://jmea.org/listing/creative-industries-limited/,
Crimson Dawn Mfg. Company Limited,Jamaica,JMEA,,crimsondawn@cwjamaica.com,8769293389,,"Textile, Apparel and Leather",,,,Provides Custom Amateur Kits Or School Teamwear And Full Range Of Merchandise For Regional And National Teams,,https://jmea.org/listing/crimson-dawn-mfg-company-limited/,
Crown Packaging Jamaica Limited,Jamaica,JMEA,,jpringle@crownjamaica.com,87692362214,,"Packaging, Paper and Printing",,,,Provides Metal cans,,https://jmea.org/listing/crown-packaging-jamaica-limited/,
Cube Corporate Support Limited,Jamaica,JMEA,,info@cube-corporate.com,8766327032,,Professional Services,,,,Provides Consulting And Advisory Services,,https://jmea.org/listing/cube-corporate-support-limited/,
Cuisine By Charm’s,Jamaica,JMEA,,charms3003@yahoo.com,8767811741,,Professional Services,,,,Provides Catering Service,,https://jmea.org/listing/cuisine-by-charms/,
Cuncharo Cocoa,Jamaica,JMEA,,cuncharococoa@gmail.com,8768265904,,Chemicals and Pharmaceuticals,,,,Provides Cosmetics Products,,https://jmea.org/listing/cuncharo-cocoa/,
Custom Furnishing & Joinery,Jamaica,JMEA,,cfjlimited@hotmail.com,8769670698,,"Bedding, Furniture and Wood",,,,"Provides Kitchen Cabinets, Counter Top Fabrication, Wooden Novelties",,https://jmea.org/listing/custom-furnishing-joinery/,
D & D Herbs Traders Yeah Mon Limited,Jamaica,JMEA,,dndherbtraders@yahoo.com,8764185150,,"food, Beverage and Tobacco",,,,Agro Products,,https://jmea.org/listing/d-d-herbs-traders-yeah-mon-limited/,
D-TOS Woodland Roots And Natural Juices,Jamaica,JMEA,,dtos@outlook.com,8764654924,,Beverages,,,,"Manufactures Moringa Roots Drink, Hard Driver Roots Drink, Powerman Roots Drink, Ginseng Roots Drink, Noni Sorrel",,https://jmea.org/listing/d-tos-woodland-roots-and-natural-juices/,
D.S.M Accessories And More,Jamaica,JMEA,,dee2blessed@hotmail.com,8765829391,,"Textile, Apparel and Leather",,,,"Manufactures Necklace, Earrings And Bracelets",,https://jmea.org/listing/d-s-m-accessories-and-more/,
D&M Uniforms Limited,Jamaica,JMEA,,dmuniforms@gmail.com,8769488183,,Professional Services,,,,Manufactures Garment And Provide Laundry Services,,https://jmea.org/listing/dm-uniforms-limited/,
D&S Associates Consultancy,Jamaica,JMEA,,mr.desmondcampbell@gmail.com,8765429407,,Professional Services,,,,"Provides Consultancy On Improving Manufacturing Productivity, Sells Used Factory Equipment",,https://jmea.org/listing/ds-associates-consultancy/,
Dairy Industries (Jamaica) Limited (Grace Kennedy),Jamaica,JMEA,,radcliffe.walker@gkcompany.com,8769348272,,Food and Tobacco,,,,"Manufactures Canned Processed Cheddar Cheese, Cheese Spreads, Yogurts, Powdered Milk Drinks And Vacuum-Packed Cheeses; Co-Packing Services",,https://jmea.org/listing/dairy-industries-jamaica-limited-grace-kennedy/,
Dajey Shipping Limited,Jamaica,JMEA,,dyeesing@cwjamaica.com,8768173618,,Professional Services,,,,Provides Freight Forwarding,,https://jmea.org/listing/dajey-shipping-limited/,
Daromale International Trading Jamaica Limited,Jamaica,JMEA,,info@bedroomtonic.com,8762244387,,Beverages,,,,Manufactures Black Stallion Bedroom Tonic,,https://jmea.org/listing/daromale-international-trading-jamaica-limited/,
Dawn Industries Limited,Jamaica,JMEA,,dawnelectrical@gmail.com,8769081259,,Mineral and Metal,,,,"Manufactures Breaker Enclosures, Power Distribution Panels, Meter Centers, Electrical Conduits",,https://jmea.org/listing/dawn-industries-limited/,
Dawson Trading Company Limited,Jamaica,JMEA,,admin@dawsontradingjm.com,8763501984,,Food and Tobacco,,,,"Jamaican Flash Frozen Produce – Mango Chunks, Passion Fruit, Ackee, etc.",,https://jmea.org/listing/dawson-trading-company-limited/,
DayStar EXIM,Jamaica,JMEA,,info@daystarjm.com,8764751551,,Professional Services,,,,Provides Packaging House For Agri Produce And Processed Foods,,https://jmea.org/listing/daystar-exim/,
De La Enzie Essentials,Jamaica,JMEA,,delaenzieessentials@gmail.com,8768547483,,Chemicals and Pharmaceuticals,,,,Provides Natural Oils And Raw Butter,,https://jmea.org/listing/de-la-enzie-essentials/,
DeCasseres Farm Limited t/a DFL Importers Ltd,Jamaica,JMEA,,markd@dflimporters.com,8766226718,,Professional Services,,,,"Distributes Plastic And Paper Disposables, Dry Goods, Beverages And Cleaning Products.",,https://jmea.org/listing/decasseres-farm-limited-t-a-dfl-importers-ltd/,
Deer Quality Services Inc.,Jamaica,JMEA,,deerqualityservices@gmail.com,8763301470,,"food, Beverage and Tobacco",,,,Manufacture and distributor of jamaican treats and pastries,,https://jmea.org/listing/deer-quality-services-inc/,
Derbar Distributor,Jamaica,JMEA,,derbar0077@gmail.com,8764502513,,Beverages,,,,"Moringa Drink/Guinea Hen Drink/ Roots Drink. Moringa Is Known As A Superfood. It Has More Vitamin C Than Orange, More Vitamin A Than Carrot, More Potassium Than Banana Ideal For People On The Go. Rich In Nutrients And Essential Vitamins To Prevent Sickness And Disease. Guinea Hen Weed Enhances The Body’s Immune System To Ward Off Sickness And Disease. Good For Arthritis, Prevent Cancer From Forming In The Body. Lower Blood Sugar Good For Cough And Cold, Respiratory Sickness Like Asthma, Poor Memory. Strong Back Root Ideal Medicinal Herb To Strengthened The Upper And Lower Back Muscles Sarsaparilla Root: Known To Boost Testosterone Levels Chainy Root: Used As An Aphrodisiac For Impotence And Low Sex Drive",,https://jmea.org/listing/derbar-distributor/,
Designs by Marc Limited,Jamaica,JMEA,,marc.frankson@marclimited.com,8766189389,,"Textile, Apparel and Leather",,,,"Designs By Marc Limited Is A Locally Owned And Operated Manufacturing Company Specializing In Corporate Uniforms. Our Family Has Been In The Garment And Textile Industry Since 1954 And We Are The Largest Producer Of Uniforms For Men And Women. We Export To 16 Different Markets (Canada, USA, UK, Caribbean and South America). Our Experience In The Garment And Textile Industry Is Extensive And We Continue To Grow And Gain A Wealth Of Experience In Several Major Sectors. Our Aim Is To Become The Caribbean’s Leading Provider Of Uniforms And Corporate Uniforms. In Addition, Our Services Are Tailored To Provide You The Client With Flexibility, Convenience, And Value For Money. Some Of Our Services Offered Are, Fabric Design, Embroidery, Logistics, On Site Fitting, Steam Pressing and Individual Packaging",,https://jmea.org/listing/designs-by-marc-limited/,
DHL,Jamaica,JMEA,,,8769200010,,Professional Services,,,,Provides Express Air Transportation—Inbound And Outbound,,https://jmea.org/listing/dhl/,
Diamond Paints Manufacturing Company Limited,Jamaica,JMEA,,diamondpaintswelch@hotmail.com,8769013030,,Chemicals and Pharmaceuticals,,,,"Decorative Paints, Acrylic Texture Finish, All-Purpose Joint Compound, Veneer",,https://jmea.org/listing/diamond-paints-manufacturing-company-limited/,
Digicel,Jamaica,JMEA,,jabbor@digicelgroup.com,8766195000,,Professional Services,,,,"Provides Telecommunication, Internet, Phone, Cloud Solution, Network Solution Plaster And Repair Compound",,https://jmea.org/listing/digicel/,
Divine Nature Distributors 2020 Company Limited,Jamaica,JMEA,,divineearthgroup@gmail.com,8767276238,,Food and Tobacco,,,,"Distributes Seasoning, Sauces, Citrus, And Honey",,https://jmea.org/listing/divine-nature-distributors-2020-company-limited/,
Dollar to Dollars Limited,Jamaica,JMEA,,stephanie.hugh@gmail.com,8769600822,,"Electricals, Electronics, and Optical",,,,Provides Electrical Fans (Tropicana),,https://jmea.org/listing/dollar-to-dollars-limited/,
Dolphin Cove Limited,Jamaica,JMEA,,staffordburrowes@yahoo.com,8769745335,,Professional Services,,,,"A Marine Attraction In Jamaica At Which Guests Can Swim And Interact With Dolphins, Sharks And Stingrays In Their Natural Environment. Visitors May Also Interact With Other Species Including Iguanas, Snakes And A Variety Of Birds As Well As Other Marine Creatures",,https://jmea.org/listing/dolphin-cove-limited/,
Double Deuce Jamaica Limited,Jamaica,JMEA,,james@doubledeucejamaica.com,8767033300,,Food and Tobacco,,,,"Provides Canned Ackees, Callaloo, Carrot Juice & Fruit Punch, and Balls",,https://jmea.org/listing/double-deuce-jamaica-limited/,
Dougall Flooring Limited,Jamaica,JMEA,,adougall.parquet@cwjamaica.com,8769265969,,"Bedding, Furniture and Wood",,,,Provides Hardwood Flooring And Laminate Flooring,,https://jmea.org/listing/dougall-flooring-limited/,
Dretals Unique Collections,Jamaica,JMEA,,drea3278@hotmail.com,8768423417,,Jewellery and Other Manufacturing,,,,"Makers Of Earrings, Necklaces, And Bracelets",,https://jmea.org/listing/dretals-unique-collections/,
DS Quality PAC Limited,Jamaica,JMEA,,qualitypac1@gmail.com,8766793908,,Chemicals and Pharmaceuticals,,,,"Manufactures High-Quality Bulk Chemicals Such As Bleach, All-Purpose Cleaner, Fabric Softener, Fabric Wash Soap And Deodorizer.",,https://jmea.org/listing/ds-quality-pac-limited/,
Durastone Jamaica Limited,Jamaica,JMEA,,allison.tulloch@durastonejm.com,87660343478,,"Bedding, Furniture and Wood",,,,Provides Tile Adhesives And Wall Finishes,,https://jmea.org/listing/durastone-jamaica-limited/,
DyerMark Preservation Farms,Jamaica,JMEA,,ldyer@dyermark.biz,9175930458,,Food and Tobacco,,,,Manufactures Pepper Sauce And Grows Peppers And Ginger,,https://jmea.org/listing/dyermark-preservation-farms/,
Dynamic Chemicals,Jamaica,JMEA,,richardvsmith1996@gmail.com,8763719963,,Chemicals and Pharmaceuticals,,,,"Provides Bleaches, Disinfectants, Laundry Soaps, Fabric Softeners And All-Purpose Soaps",,https://jmea.org/listing/dynamic-chemicals/,
Dynamic Packaging Products,Jamaica,JMEA,,jamesharveydpp@gmail.com,8769237538,,"Packaging, Paper and Printing",,,,Manufactures Corrugated And Non-Corrugated Boxes And Patty Boxes,,https://jmea.org/listing/dynamic-packaging-products/,
E-Z Block Manufacturing Jamaica Limited,Jamaica,JMEA,,jerrold@ezblockja.com,8769261608,,Mineral and Metal,,,,Provides Expansion Adhesive Foam And Insulating Concrete Form Building Blocks,,https://jmea.org/listing/e-z-block-manufacturing-jamaica-limited/,
E. W. Abrahams & Sons Limited,Jamaica,JMEA,,e.w.abrahams@gmail.com,8769261585,,Chemicals and Pharmaceuticals,,,,Manufactures Personal Care Items,,https://jmea.org/listing/e-w-abrahams-sons-limited/,
E.G. Clothings Limited,Jamaica,JMEA,,sales@egclothings.com,8769060608,,"Textile, Apparel and Leather",,,,"Provides Industrial Clothing, Medical Wear, School Uniform",,https://jmea.org/listing/e-g-clothings-limited/,
Eagle Industrial Sales Limited,Jamaica,JMEA,,eagle.director@cwjamaica.com,8769065055,,"Packaging, Paper and Printing",,,,"Industrial CU Printers, Thermal Injects Printers, Ink and Accessories",,https://jmea.org/listing/eagle-industrial-sales-limited/,
Easispice Manufacturers Limited,Jamaica,JMEA,,easispice@cwjamaica.com,8769553011,,Food and Tobacco,,,,Manufactures Seasonings And Spices,,https://jmea.org/listing/easispice-manufacturers-limited/,
Eat To Live Jamaica,Jamaica,JMEA,,eattolive888@gmail.com,8769197552,,Food and Tobacco,,,,"Exports Ground Provisions Such As Yams, Sweet Potatoes, Green Bananas, Vegetables, Herbs etc. Purchased From Local Farmers",,https://jmea.org/listing/eat-to-live-jamaica/,
Eden Joy Whole Foods,Jamaica,JMEA,,edenjoyliving@gmail.com,8769024117,,Food and Tobacco,,,,"Manufactures Vegetarian Jamaican Products; Lactose-Free, Gluten-Free Vegan CheeseClose",,https://jmea.org/listing/eden-joy-whole-foods/,
Eden Lab,Jamaica,JMEA,,edenslab@gmail.com,8763430204,,Chemicals and Pharmaceuticals,,,,"Manufactures Face, Body Soap And Vegan-Vegetarian Sandwich Spread",,https://jmea.org/listing/eden-lab/,
Egg Press Farms,Jamaica,JMEA,,marvaleerussell@yahoo.com,8769227555,,Food and Tobacco,,,,"Manufactures Spring Water, Ground Provision, Breadfruit",,https://jmea.org/listing/egg-press-farms/,
Elarc Welding Products Limited,Jamaica,JMEA,,gswire@deltasupplycompany.com,8768166358,,"Electricals, Electronics, and Optical",,,,"Provides Welding Consumables (Electrodes, Rods & Flukes)",,https://jmea.org/listing/elarc-welding-products-limited/,
Elegant Creative Dezynes Limited,Jamaica,JMEA,,elegant.cdezynes@yahoo.com,8766220694,,Mineral and Metal,,,,Provides Aluminum Windows And Doors And Shower Enclosures,,https://jmea.org/listing/elegant-creative-dezynes-limited/,
Elevate Business Services,Jamaica,JMEA,,info@elevateja.com,8766487371,,Wood and Furniture,,,,"Manufactures Kitchen Cabinet, Bathroom Vanities, Closet And Entertainment Stands",,https://jmea.org/listing/elevate-business-services/,
Elhydro,Jamaica,JMEA,,pmscott1204@aol.com,8762502328,,"Electricity, Gas, and Petroleum",,,,"Manufacturer, Supplier And Distributor Of Lubricants, Fluids, Greases, Oils, Chemicals, Natural Gases, Biofuels",,https://jmea.org/listing/elhydro/,
Elsa’s Blend,Jamaica,JMEA,,elsasblend@gmail.com,8763675989,,Food and Tobacco,,,,Herbal Teas For Menstrual Pains; Tinctures For Coughs; Detox Juices,,https://jmea.org/listing/elsas-blend/,
Emkay Sports (1995) Limited,Jamaica,JMEA,,emkaysports@yahoo.com,8769291133,,"Bedding, Furniture and Wood",,,,"Provides Sporting Goods (Medals, Trophies, And Plaques)",,https://jmea.org/listing/emkay-sports-1995-limited/,
Environmental Solutions Limited,Jamaica,JMEA,,envirsol@cwjamaica.com,8769785902,,Professional Services,,,,Environmental Planning & Management Systems • Environmental Management Systems- ISO Certification • Environmental Audits • Environmental Assessments • Strategic Environmental Assessments • Environmental Impact Assessments • Phase I and II Assessments • Development and Permit Assistance • Energy & Water Resource Management,,https://jmea.org/listing/environmental-solutions-limited/,
Essential Goods & Services Trading Limited,Jamaica,JMEA,,essentialgoodsja@gmail.com,8763340196,,Food and Tobacco,,,,"Manufactures Sweet Potato Pasta, Cassava Pasta, Breadfruit Pasta, Macaroni & Cheese And Pasta Sauce",,https://jmea.org/listing/essential-goods-services-trading-limited/,
Eudoo Traders,Jamaica,JMEA,,nahor150@yahoo.com,8762797003,,"Food and Tobacco, Textile, Apparel, and Leather",,,,"Manufactures Chicken/Poultry, Egg Production, School/Laptop Bags, Water Reverse Osmosis Equipment, Egg Trays",,https://jmea.org/listing/eudoo-traders/,
Everglades Farms Limited,Jamaica,JMEA,,ahussey@evergladesfarms.com,8767542785,,Beverages,,,,Manufactures Jamaica Pot Still Rum,,https://jmea.org/listing/everglades-farms-limited/,
Everything Fresh Limited,Jamaica,JMEA,,rdesousa@everythingfreshja.com,8769851187,,Food and Tobacco,,,,"Manufactures Beef, Pork, Lamb, Sausages, Hamburgers",,https://jmea.org/listing/everything-fresh-limited/,
EWICKSJA Limited,Jamaica,JMEA,,info@ewicksja.com,8765802656,,Jewellery and Other Manufacturing,,,,"Provides Scented Candles, Halth and Wellness candles, Massage Oils",,https://jmea.org/listing/ewicksja-limited/,
EXIM Bank of Jamaica,Jamaica,JMEA,,lbell@eximbankja.com,8766301400,,Professional Services,,,,"Provides Financial Service, Loans",,https://jmea.org/listing/exim-bank-of-jamaica/,
Exotic Stone Creations Limited,Jamaica,JMEA,,exotstones@yahoo.com,8769331111,,Mineral and Metal,,,,"Provides Thinset, Concrete 6″ Blocks And Paving Stones",,https://jmea.org/listing/exotic-stone-creations-limited/,
Eye Q Optical Limited,Jamaica,JMEA,,eyeq@cwjamaica.com,8769061493,,"Electricals, Electronics, and Optical",,,,Provides Eyeglasses,,https://jmea.org/listing/eye-q-optical-limited/,
Fachoy Foods Limited,Jamaica,JMEA,,fachoyfoods@gmail.com,8766105605,,"Electricals, Electronics, and Optical",,,,Provides Soya Sauce,,https://jmea.org/listing/fachoy-foods-limited/,
Factories Corporation of Jamaica Limited (FCJ),Jamaica,JMEA,,info@fcj.gov.jm,8769684766,,Professional Services,,,,"Factories Corporation of Jamaica Limited (FCJ) is one of the drivers of the Government of Jamaica’s economic growth and job creation agenda. We provide real estate solutions for a variety of industries such as manufacturing, agro-processing, warehousing and distribution and the global services sector (BPO industry).",,https://jmea.org/listing/factories-corporation-of-jamaica-limited-fcj/,
Fairfield Farms Limited,Jamaica,JMEA,,lnicholson01@gmail.com,8767648338,,Food and Tobacco,,,,"Manufactures Yams, Pumpkin, Dasheen, Pepper & Jackfruit",,https://jmea.org/listing/fairfield-farms-limited/,
Fampride Enterprise,Jamaica,JMEA,,famprideenterprise@gmail.com,8765731536,,Food and Tobacco,,,,Manufactures Hot Pepper Sauces And Honey,,https://jmea.org/listing/fampride-enterprise/,
Fargo Electronics Jamaica Limited,Jamaica,JMEA,,fargojamaica@gmail.com,8769798469,,"Electricals, Electronics, and Optical",,,,"Provides Printed Circuit Boards, Cable Harnesses, Electronic & Mechanical Assemblies",,https://jmea.org/listing/fargo-electronics-jamaica-limited/,
FarmLinkr Limited,Jamaica,JMEA,,info@farmlinkr.com,8762985052,,Professional Services,,,,"FarmLinkr Is A Marketing, Sales And Distribution Company Of Fresh Agricultural Produce. We Offer Fresh Produce Via Direct Sales For Local Buyers And Direct Sales For Exports. We Also Operate An E-Commerce Platform Service Where Farmers Sell Fresh Produce To Both Businesses And Individuals.",,https://jmea.org/listing/farmlinkr-limited/,
Fedha Technology Limited,Jamaica,JMEA,,info@fedha.io,8763886918,,Technology Services,,,,"Fedha Store, Fedha Pay Software",,https://jmea.org/listing/fedha-technology-limited/,
First Global Bank,Jamaica,JMEA,,natasha.mcfarlane@gkco.com,8769608804,,Professional Services,,,,"Provides Financing, Insurance, loan",,https://jmea.org/listing/first-global-bank/,
Flavorlan Limited,Jamaica,JMEA,,flavorlan@yahoo.com,8769238642,,Food and Tobacco,,,,":Food Flavours and Colours for the Beverage,Confectionery,Dairy,Snack Foods, Baked Goods,Condiments and sauces,Pharmaceutical,Cosmetics and Body Care Products Manufacturing Industries.",,https://jmea.org/listing/flavorlan-limited/,
Fleetwood Jamaica Limited,Jamaica,JMEA,,info@fleetwoodjamaica.com,18769279018,,Chemicals and Pharmaceuticals,,,,"Fleetwood Jamaica Limited established since 1971, manufactures high quality painting tools and supplies under it’s Fleetwood Home Improvement brand and has become the trusted brand of painting tools hardwares and homes across Jamaican. We are also the manufacturers and distributors of everyday hygiene and personal care products under our Orion Manufacturing branch. For over 49 years, Fleetwood has been a key player in Jamaica’s manufacturing landscape with steady, annual growth and expansion. Our success as a company lies in our stellar team players as well as our uncompromising devotion to quality, innovation and accessibility. Our everyday, award winning consumer brands Zimii, Top Brass, Smart, Glory and Zipporah can be found in Beauty Supplies, Pharmacies and Variety stores extensively across Jamaica and the English-speaking Caribbean.",,https://jmea.org/listing/fleetwood-jamaica-limited/,
Flexpak Limited,Jamaica,JMEA,,info@flexpaklimited.com,8767494055,,"Packaging, Paper and Printing",,,,"Juice Rolls, Laminated Rolls, Plain And Printed PE Bags, Plain And Printed PP Rolls..",,https://jmea.org/listing/flexpak-limited/,
Food Hygiene Bureau Limited,Jamaica,JMEA,,info@foodhygienebureau.org,118762794265,,Professional Services,,,,"Specialised international courses and certification, HACCP Training, FSMA (PCQI), BeSpoke training courses, Good Manufacturing Practices, Auditing, Inspection, Consultancy and provision of technical solutions in Food Safety Management systems and implementation.",,https://jmea.org/listing/food-hygiene-bureau-limited/,
